,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,30,,,,,,,,,,,,,f80,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,30,,,,,,,,,,,,,f80,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,30,,,,,,,,,,,,,f80,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,30,,,,,,,,,,,,,f80,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t43,t46,t49,,,28,30,,,,,,,,,,,,,f80,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f44,f47,f50,,,28,30,,,,,,,,f01,f02,,,,f80,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t67,t70,t70,t73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f44,f47,f50,,,79,79,,,,,,,,f03,f18,f02,,,f80,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,f68,f71,f71,f74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t55,t58,t58,t58,t58,t58,t61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f44,f47,f50,,,,,,,,,,,,f03,f14,f04,,,f80,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f82,f83,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81
,,,,,,,,,,,,,,,,,,t55,t58,t61,,,,,,,,,,,,t31,t34,t37,f76,f71,f74,,,,,,,,,,,,,,,,,,,,f01,f02,,,,,,,,,,,,,,,,,,,,,,,,,,,f56,f59,f59,f59,f59,f59,f62,,,,,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f44,f47,f50,,,,,,,,,,,f01,f17,f14,f04,,,f80,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f84,f85,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81
,,,f01,f02,,,,,,,,,,,,,,f56,f59,f62,,,,,,,,,,,,f32,f35,f38,f77,f71,f74,,,,,,,,,26,,,,,,,,f01,f02,f01,f17,f04,f01,f02,,f01,f02,,,,,,,,,,,,,,,,,,,,t31,t34,t34,t34,t34,t34,t37,f64,f62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f44,f47,f50,,,,,,,,,,f01,f17,f13,f14,f04,,,f80,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f84,f86,f83,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81
,,f01,f17,f04,f01,f02,f01,f02,,,,,,,,t31,t34,t37,f64,f62,,,27|s27,29|s29,,,t43,t46,t46,t46,t46,t49,f40,f38,f77,f71,f74,,,,,,,,,,,,,,,,,f03,f18,f17,f18,f16,f14,f04,,f03,f18,f02,,,,,,,,,,,,,,,,,,,f32,f35,f35,f35,f35,f35,f38,f65,f62,,,26,,,,,,,,79,79,,,,79,79,,,,,,,,,,,,27,29,,f01,f02,,,,26,26,26,26,,,,,,,,t31,t34,t37,f53,f50,,,79,79,,,,,,f03,f13,f13,f14,f04,,,f80,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f84,f88,f85,f81,f81,f81,f81,f81,f81,f81,f81,f82,f83,f81,f81,f81,f81
,,f03|26,f18,f16,f14,f04,f03,f18,f02,,,,,,,f32,f35,f38,f65,f62,,,28|s28,30|s30,,,f44,f47,f47,f47,f47,f50,f41,t43,t46,t46,t46,t46,t49,,,,26,f25,f25,f25,f25,f25,f25,,ycoin,,f01,f17,f14,f13,f14,f13,f14,f04,f01,f17,f14,f04,,,f25,f25,,,,,,,,,,,,,t43,t46,t46,t46,t46,t46,t49,f40,f38,f65,f62,,,,,,,,,,79,79,79,,,,79,79,79,,,,,,,27,29,,,28,30,,f03,f18,f02,,26,26,26,26,26,,,,26,,,,f32,f35,f38,f53,f50,,,28,30,,,27,29,,f03,f13,f13,f14,f18,f02,,f80,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f84,f89,f86,f83,f81,f81,f81,f81,f81,f81,f81,f84,f85,f81,f81,f81,f81
,,f03,f14,f13,f14,f18,f17,f14,f04,,f25,f25,f25,,,f33,f36,f39,f66,f63,,,28|s28,30|s30,,,f45,f48,f48,f48,f48,f51,f42,f45,f48,f48,f48,f48,f51,,19,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,23,,,,,,,f25,f25,f25,,,f45,f48,f48,f48,f48,f48,f51,f42,f39,f66,f63,,,,,,,,,79,79,79,79,,,,79,79,79,79,,f25,f25,f25,,28,30,,,28,30,f01,f17,f14,f04,26,26,26,26,26,26,26,,,26,26,,,f33,f36,f39,f54,f51,,,28,30,,,28,30,,f03,f13,f13,f14,f14,f04,,f80,f81,f81,f81,f81,f81,f81,f81,f81,f81,f81,f82,f87,f89,f88,f85,f81,f81,f81,f81,f81,f81,f82,f87,f85,f81,f81,f81,f81
19,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,24,,,,,19,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,23,,,19,21,21,21,21,23,,,,19,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,23,,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,24,,,,,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,24,,,20,22,22,22,22,24,,,,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,24,,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
